,ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand_High,PriceBand_Low,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType,DisplayName,PriceNumerator,PriceDenominator,DetailedDescription
457,BSEFO,1165042,2,BANKEX,BANKEX25JAN60200PE,IO,BANKEX-IO,12502801165042,3742.2,737.75,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,60200,4,BANKEX 28JAN2025 PE 60200,1,1,BANKEX25JAN60200PE
458,BSEFO,1164476,2,SENSEX,SENSEX25JAN82500PE,IO,SENSEX-IO,12502801164476,6526.1,2056.6,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,82500,4,SENSEX 28JAN2025 PE 82500,1,1,SENSEX25JAN82500PE
459,BSEFO,837274,2,SENSEX,SENSEX2512176900CE,IO,SENSEX-IO,12502100837274,4250.4,451.7,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,76900,3,SENSEX 21JAN2025 CE 76900,1,1,SENSEX2512176900CE
460,BSEFO,823858,2,SENSEX50,SENSEX5025FEB24150CE,IO,SENSEX50-IO,12505600823858,1789.95,498.35,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,24150,3,SENSEX50 25FEB2025 CE 24150,1,1,SENSEX5025FEB24150CE
461,BSEFO,825210,2,BANKEX,BANKEX25JAN64800PE,IO,BANKEX-IO,12502800825210,8682.35,4813.15,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,64800,4,BANKEX 28JAN2025 PE 64800,1,1,BANKEX25JAN64800PE
462,BSEFO,842340,2,BANKEX,BANKEX25MAR61100CE,IO,BANKEX-IO,12508400842340,1807.4,454.3,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,61100,3,BANKEX 25MAR2025 CE 61100,1,1,BANKEX25MAR61100CE
463,BSEFO,880682,2,SENSEX,SENSEX28JUN80000PE,IO,SENSEX-IO,12817900880682,4048.7,3471.5,1000,0.05,20,1,-1,SENSEX,2028-06-27T00:00:00,80000,4,SENSEX 27JUN2028 PE 80000,1,1,SENSEX28JUN80000PE
464,BSEFO,838207,2,BANKEX,BANKEX25FEB54700CE,IO,BANKEX-IO,12505600838207,5672.65,2274.25,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,54700,3,BANKEX 25FEB2025 CE 54700,1,1,BANKEX25FEB54700CE
465,BSEFO,1169990,2,SENSEX,SENSEX2510376200PE,IO,SENSEX-IO,12500301169990,155.55,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,76200,4,SENSEX 03JAN2025 PE 76200,1,1,SENSEX2510376200PE
466,BSEFO,1170517,2,SENSEX,SENSEX2510375700CE,IO,SENSEX-IO,12500301170517,5098.85,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,75700,3,SENSEX 03JAN2025 CE 75700,1,1,SENSEX2510375700CE
467,BSEFO,1166494,2,SENSEX,SENSEX25JAN75200CE,IO,SENSEX-IO,12502801166494,6071.2,1563.95,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,75200,3,SENSEX 28JAN2025 CE 75200,1,1,SENSEX25JAN75200CE
468,BSEFO,822429,2,SENSEX,SENSEX2510775200PE,IO,SENSEX-IO,12500700822429,185.85,1.15,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,75200,4,SENSEX 07JAN2025 PE 75200,1,1,SENSEX2510775200PE
469,BSEFO,842154,2,BANKEX,BANKEX25MAR55000PE,IO,BANKEX-IO,12508400842154,1003.8,350.4,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,55000,4,BANKEX 25MAR2025 PE 55000,1,1,BANKEX25MAR55000PE
470,BSEFO,841884,2,SENSEX,SENSEX2521180500PE,IO,SENSEX-IO,12504200841884,4589.35,1313.85,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,80500,4,SENSEX 11FEB2025 PE 80500,1,1,SENSEX2521180500PE
471,BSEFO,825538,2,SENSEX,SENSEX2512184100PE,IO,SENSEX-IO,12502100825538,8229.05,3168.45,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,84100,4,SENSEX 21JAN2025 PE 84100,1,1,SENSEX2512184100PE
472,BSEFO,1173236,2,SENSEX,SENSEX2510375400PE,IO,SENSEX-IO,12500301173236,36.7,4.1,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,75400,4,SENSEX 03JAN2025 PE 75400,1,1,SENSEX2510375400PE
473,BSEFO,825308,2,SENSEX,SENSEX2510385300PE,IO,SENSEX-IO,12500300825308,9754.1,4473.2,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,85300,4,SENSEX 03JAN2025 PE 85300,1,1,SENSEX2510385300PE
474,BSEFO,823168,2,BANKEX,BANKEX25FEB61400CE,IO,BANKEX-IO,12505600823168,1032.05,84.55,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,61400,3,BANKEX 25FEB2025 CE 61400,1,1,BANKEX25FEB61400CE
475,BSEFO,1174496,2,SENSEX,SENSEX2510378100CE,IO,SENSEX-IO,12500301174496,2080.95,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,78100,3,SENSEX 03JAN2025 CE 78100,1,1,SENSEX2510378100CE
476,BSEFO,823108,2,SENSEX,SENSEX25FEB79200PE,IO,SENSEX-IO,12505600823108,3616.55,1104.45,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,79200,4,SENSEX 25FEB2025 PE 79200,1,1,SENSEX25FEB79200PE
477,BSEFO,1170703,2,SENSEX,SENSEX2510379700PE,IO,SENSEX-IO,12500301170703,3823.4,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,79700,4,SENSEX 03JAN2025 PE 79700,1,1,SENSEX2510379700PE
478,BSEFO,823820,2,SENSEX50,SENSEX5025FEB24800PE,IO,SENSEX50-IO,12505600823820,697.05,64.25,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,24800,4,SENSEX50 25FEB2025 PE 24800,1,1,SENSEX5025FEB24800PE
479,BSEFO,856533,2,SENSEX,SENSEX26JUN74000CE,IO,SENSEX-IO,12618100856533,15736.55,11135.65,1000,0.05,20,1,-1,SENSEX,2026-06-30T00:00:00,74000,3,SENSEX 30JUN2026 CE 74000,1,1,SENSEX26JUN74000CE
480,BSEFO,822468,2,SENSEX,SENSEX2510382000PE,IO,SENSEX-IO,12500300822468,6299.1,1021.4,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,82000,4,SENSEX 03JAN2025 PE 82000,1,1,SENSEX2510382000PE
481,BSEFO,822395,2,SENSEX,SENSEX2510781200CE,IO,SENSEX-IO,12500700822395,263.9,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,81200,3,SENSEX 07JAN2025 CE 81200,1,1,SENSEX2510781200CE
482,BSEFO,846217,2,SENSEX,SENSEX28JUN83000CE,IO,SENSEX-IO,12817900846217,19453.9,14880.1,1000,0.05,20,1,-1,SENSEX,2028-06-27T00:00:00,83000,3,SENSEX 27JUN2028 CE 83000,1,1,SENSEX28JUN83000CE
483,BSEFO,1165155,2,BANKEX,BANKEX25JAN61200PE,IO,BANKEX-IO,12502801165155,5047.35,1668.35,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,61200,4,BANKEX 28JAN2025 PE 61200,1,1,BANKEX25JAN61200PE
484,BSEFO,1165412,2,BANKEX,BANKEX25JAN60600CE,IO,BANKEX-IO,12502801165412,664.2,0.05,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,60600,3,BANKEX 28JAN2025 CE 60600,1,1,BANKEX25JAN60600CE
485,BSEFO,822425,2,SENSEX,SENSEX2510782000CE,IO,SENSEX-IO,12500700822425,73.15,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,82000,3,SENSEX 07JAN2025 CE 82000,1,1,SENSEX2510782000CE
486,BSEFO,835992,2,SENSEX50,SENSEX5025JAN27000CE,IO,SENSEX50-IO,12502800835992,50.05,0.05,1800,0.05,25,1,-1,SNSX50,2025-01-28T00:00:00,27000,3,SENSEX50 28JAN2025 CE 27000,1,1,SENSEX5025JAN27000CE
487,BSEFO,822418,2,SENSEX,SENSEX2510382400CE,IO,SENSEX-IO,12500300822418,8.55,2.5,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,82400,3,SENSEX 03JAN2025 CE 82400,1,1,SENSEX2510382400CE
488,BSEFO,824067,2,SENSEX,SENSEX2511479600CE,IO,SENSEX-IO,12501400824067,1571.8,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,79600,3,SENSEX 14JAN2025 CE 79600,1,1,SENSEX2511479600CE
489,BSEFO,822330,2,SENSEX,SENSEX2510781900PE,IO,SENSEX-IO,12500700822330,6258.25,1095.7,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,81900,4,SENSEX 07JAN2025 PE 81900,1,1,SENSEX2510781900PE
490,BSEFO,883834,2,SENSEX,SENSEX26DEC76000PE,IO,SENSEX-IO,12636300883834,3236.8,2532.7,1000,0.05,20,1,-1,SENSEX,2026-12-29T00:00:00,76000,4,SENSEX 29DEC2026 PE 76000,1,1,SENSEX26DEC76000PE
491,BSEFO,839031,2,SENSEX,SENSEX2510774900PE,IO,SENSEX-IO,12500700839031,130.65,7.95,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,74900,4,SENSEX 07JAN2025 PE 74900,1,1,SENSEX2510774900PE
492,BSEFO,822387,2,SENSEX,SENSEX2510777900PE,IO,SENSEX-IO,12500700822387,1823.4,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,77900,4,SENSEX 07JAN2025 PE 77900,1,1,SENSEX2510777900PE
493,BSEFO,822739,2,BANKEX,BANKEX25FEB59200CE,IO,BANKEX-IO,12505600822739,2110.05,345.45,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,59200,3,BANKEX 25FEB2025 CE 59200,1,1,BANKEX25FEB59200CE
494,BSEFO,823856,2,SENSEX50,SENSEX5025FEB25500PE,IO,SENSEX50-IO,12505600823856,1200.15,275.8,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,25500,4,SENSEX50 25FEB2025 PE 25500,1,1,SENSEX5025FEB25500PE
495,BSEFO,825251,2,SENSEX,SENSEX25JAN85200PE,IO,SENSEX-IO,12502800825251,9220.7,4155.3,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,85200,4,SENSEX 28JAN2025 PE 85200,1,1,SENSEX25JAN85200PE
496,BSEFO,821622,2,SENSEX50,SENSEX5025JAN23600PE,IO,SENSEX50-IO,12502800821622,100.55,0.05,1800,0.05,25,1,-1,SNSX50,2025-01-28T00:00:00,23600,4,SENSEX50 28JAN2025 PE 23600,1,1,SENSEX5025JAN23600PE
497,BSEFO,837926,2,SENSEX,SENSEX25MAR77300PE,IO,SENSEX-IO,12508400837926,2628.9,953.5,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,77300,4,SENSEX 25MAR2025 PE 77300,1,1,SENSEX25MAR77300PE
498,BSEFO,1165175,2,BANKEX,BANKEX25JAN62000PE,IO,BANKEX-IO,12502801165175,5861.25,2275.35,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,62000,4,BANKEX 28JAN2025 PE 62000,1,1,BANKEX25JAN62000PE
499,BSEFO,1114271,2,SENSEX,SENSEX26DEC77000PE,IO,SENSEX-IO,12636301114271,3544.95,2773.6,1000,0.05,20,1,-1,SENSEX,2026-12-29T00:00:00,77000,4,SENSEX 29DEC2026 PE 77000,1,1,SENSEX26DEC77000PE
500,BSEFO,822186,2,SENSEX,SENSEX2510779500CE,IO,SENSEX-IO,12500700822186,920.4,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,79500,3,SENSEX 07JAN2025 CE 79500,1,1,SENSEX2510779500CE
501,BSEFO,824086,2,SENSEX,SENSEX2511479900PE,IO,SENSEX-IO,12501400824086,4010.9,235.3,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,79900,4,SENSEX 14JAN2025 PE 79900,1,1,SENSEX2511479900PE
502,BSEFO,860496,2,SENSEX,SENSEX29JUN80000CE,IO,SENSEX-IO,12917700860496,24974.65,20108.75,1000,0.05,20,1,-1,SENSEX,2029-06-26T00:00:00,80000,3,SENSEX 26JUN2029 CE 80000,1,1,SENSEX29JUN80000CE
503,BSEFO,823063,2,SENSEX,SENSEX25FEB76000PE,IO,SENSEX-IO,12505600823063,1667.05,411.15,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,76000,4,SENSEX 25FEB2025 PE 76000,1,1,SENSEX25FEB76000PE
504,BSEFO,839354,2,SENSEX,SENSEX2520478600CE,IO,SENSEX-IO,12503500839354,3278.7,429.7,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,78600,3,SENSEX 04FEB2025 CE 78600,1,1,SENSEX2520478600CE
505,BSEFO,877158,2,SENSEX,SENSEX25MAR75000CE,IO,SENSEX-IO,12508400877158,7502.75,3243.1,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,75000,3,SENSEX 25MAR2025 CE 75000,1,1,SENSEX25MAR75000CE
506,BSEFO,839146,2,SENSEX,SENSEX2520476700PE,IO,SENSEX-IO,12503500839146,1704.3,236.2,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,76700,4,SENSEX 04FEB2025 PE 76700,1,1,SENSEX2520476700PE
507,BSEFO,824246,2,SENSEX,SENSEX2511476500PE,IO,SENSEX-IO,12501400824246,1037.65,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,76500,4,SENSEX 14JAN2025 PE 76500,1,1,SENSEX2511476500PE
508,BSEFO,824532,2,SENSEX,SENSEX2511484200PE,IO,SENSEX-IO,12501400824532,8443.2,3230.85,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,84200,4,SENSEX 14JAN2025 PE 84200,1,1,SENSEX2511484200PE
509,BSEFO,1165149,2,BANKEX,BANKEX25JAN55900CE,IO,BANKEX-IO,12502801165149,4077.3,873.4,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,55900,3,BANKEX 28JAN2025 CE 55900,1,1,BANKEX25JAN55900CE
510,BSEFO,1166113,2,SENSEX50,SENSEX5025JAN24900PE,IO,SENSEX50-IO,12502801166113,699.95,0.05,1800,0.05,25,1,-1,SNSX50,2025-01-28T00:00:00,24900,4,SENSEX50 28JAN2025 PE 24900,1,1,SENSEX5025JAN24900PE
511,BSEFO,840673,2,SENSEX50,SENSEX5025MAR24750PE,IO,SENSEX50-IO,12508400840673,711.6,129.4,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,24750,4,SENSEX50 25MAR2025 PE 24750,1,1,SENSEX5025MAR24750PE
512,BSEFO,839890,2,SENSEX,SENSEX2520477500CE,IO,SENSEX-IO,12503500839890,4161,736.6,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,77500,3,SENSEX 04FEB2025 CE 77500,1,1,SENSEX2520477500CE
513,BSEFO,838809,2,SENSEX,SENSEX2520474500CE,IO,SENSEX-IO,12503500838809,6892.3,2249.35,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,74500,3,SENSEX 04FEB2025 CE 74500,1,1,SENSEX2520474500CE
514,BSEFO,823761,2,SENSEX50,SENSEX5025FEB24850PE,IO,SENSEX50-IO,12505600823761,728.05,74.85,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,24850,4,SENSEX50 25FEB2025 PE 24850,1,1,SENSEX5025FEB24850PE
515,BSEFO,823751,2,BANKEX,BANKEX25FEB63600PE,IO,BANKEX-IO,12505600823751,7179.6,3686.5,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,63600,4,BANKEX 25FEB2025 PE 63600,1,1,BANKEX25FEB63600PE
516,BSEFO,820528,2,SENSEX,SENSEX2511478700PE,IO,SENSEX-IO,12501400820528,2790.8,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,78700,4,SENSEX 14JAN2025 PE 78700,1,1,SENSEX2511478700PE
517,BSEFO,839218,2,SENSEX,SENSEX2520481100CE,IO,SENSEX-IO,12503500839218,1673.2,94.3,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,81100,3,SENSEX 04FEB2025 CE 81100,1,1,SENSEX2520481100CE
518,BSEFO,822810,2,BANKEX,BANKEX25FEB56300CE,IO,BANKEX-IO,12505600822810,4249.6,1323,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,56300,3,BANKEX 25FEB2025 CE 56300,1,1,BANKEX25FEB56300CE
519,BSEFO,822550,2,SENSEX,SENSEX2510781300CE,IO,SENSEX-IO,12500700822550,238.7,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,81300,3,SENSEX 07JAN2025 CE 81300,1,1,SENSEX2510781300CE
520,BSEFO,842881,2,SENSEX,SENSEX25DEC81000CE,IO,SENSEX-IO,12536400842881,8542.75,4935.65,1000,0.05,20,1,-1,SENSEX,2025-12-30T00:00:00,81000,3,SENSEX 30DEC2025 CE 81000,1,1,SENSEX25DEC81000CE
521,BSEFO,840925,2,SENSEX50,SENSEX5025MAR25250PE,IO,SENSEX50-IO,12508400840925,1016.3,267.3,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,25250,4,SENSEX50 25MAR2025 PE 25250,1,1,SENSEX5025MAR25250PE
522,BSEFO,846156,2,SENSEX,SENSEX27DEC83000CE,IO,SENSEX-IO,12736200846156,17347.75,12911,1000,0.05,20,1,-1,SENSEX,2027-12-28T00:00:00,83000,3,SENSEX 28DEC2027 CE 83000,1,1,SENSEX27DEC83000CE
523,BSEFO,825728,2,SENSEX,SENSEX2512184300CE,IO,SENSEX-IO,12502100825728,194.45,1.55,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,84300,3,SENSEX 21JAN2025 CE 84300,1,1,SENSEX2512184300CE
524,BSEFO,843250,2,SENSEX,SENSEX27DEC82000PE,IO,SENSEX-IO,12736200843250,4864.1,4074.5,1000,0.05,20,1,-1,SENSEX,2027-12-28T00:00:00,82000,4,SENSEX 28DEC2027 PE 82000,1,1,SENSEX27DEC82000PE
525,BSEFO,822397,2,SENSEX,SENSEX2510382400PE,IO,SENSEX-IO,12500300822397,6855.45,1575.45,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,82400,4,SENSEX 03JAN2025 PE 82400,1,1,SENSEX2510382400PE
526,BSEFO,1166045,2,SENSEX50,SENSEX5025JAN26400PE,IO,SENSEX50-IO,12502801166045,2160.9,691.5,1800,0.05,25,1,-1,SNSX50,2025-01-28T00:00:00,26400,4,SENSEX50 28JAN2025 PE 26400,1,1,SENSEX5025JAN26400PE
527,BSEFO,841805,2,SENSEX,SENSEX2521182200PE,IO,SENSEX-IO,12504200841805,6129.1,2146.1,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,82200,4,SENSEX 11FEB2025 PE 82200,1,1,SENSEX2521182200PE
528,BSEFO,1164089,2,SENSEX,SENSEX25JAN75600CE,IO,SENSEX-IO,12502801164089,5685.7,1331.2,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,75600,3,SENSEX 28JAN2025 CE 75600,1,1,SENSEX25JAN75600CE
529,BSEFO,1164293,2,SENSEX,SENSEX25JAN76000PE,IO,SENSEX-IO,12502801164293,1186.4,90.2,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,76000,4,SENSEX 28JAN2025 PE 76000,1,1,SENSEX25JAN76000PE
530,BSEFO,1164683,2,SENSEX,SENSEX25JAN79300PE,IO,SENSEX-IO,12502801164683,3483.45,557.5,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,79300,4,SENSEX 28JAN2025 PE 79300,1,1,SENSEX25JAN79300PE
531,BSEFO,1165543,2,BANKEX,BANKEX25JAN62600CE,IO,BANKEX-IO,12502801165543,181.1,0.05,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,62600,3,BANKEX 28JAN2025 CE 62600,1,1,BANKEX25JAN62600CE
532,BSEFO,825194,2,SENSEX,SENSEX2510785500PE,IO,SENSEX-IO,12500700825194,9844.45,4563.7,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,85500,4,SENSEX 07JAN2025 PE 85500,1,1,SENSEX2510785500PE
533,BSEFO,825687,2,SENSEX,SENSEX2512179600PE,IO,SENSEX-IO,12502100825687,3712.2,427.9,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,79600,4,SENSEX 21JAN2025 PE 79600,1,1,SENSEX2512179600PE
534,BSEFO,839405,2,SENSEX,SENSEX2520478900PE,IO,SENSEX-IO,12503500839405,3214.8,622.75,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,78900,4,SENSEX 04FEB2025 PE 78900,1,1,SENSEX2520478900PE
535,BSEFO,825068,2,SENSEX50,SENSEX5025FEB26750PE,IO,SENSEX50-IO,12505600825068,2366.35,1003.05,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,26750,4,SENSEX50 25FEB2025 PE 26750,1,1,SENSEX5025FEB26750PE
536,BSEFO,822245,2,SENSEX,SENSEX2510775400PE,IO,SENSEX-IO,12500700822245,232.5,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,75400,4,SENSEX 07JAN2025 PE 75400,1,1,SENSEX2510775400PE
537,BSEFO,842789,2,BANKEX,BANKEX25MAR60100PE,IO,BANKEX-IO,12508400842789,3952.05,1720.65,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,60100,4,BANKEX 25MAR2025 PE 60100,1,1,BANKEX25MAR60100PE
538,BSEFO,838663,2,BANKEX,BANKEX25FEB54100PE,IO,BANKEX-IO,12505600838663,465.5,91,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,54100,4,BANKEX 25FEB2025 PE 54100,1,1,BANKEX25FEB54100PE
539,BSEFO,841051,2,SENSEX50,SENSEX5025MAR23950CE,IO,SENSEX50-IO,12508400841051,2142.05,808.55,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,23950,3,SENSEX50 25MAR2025 CE 23950,1,1,SENSEX5025MAR23950CE
540,BSEFO,839858,2,SENSEX,SENSEX2520475500PE,IO,SENSEX-IO,12503500839858,1104.55,138.6,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,75500,4,SENSEX 04FEB2025 PE 75500,1,1,SENSEX2520475500PE
541,BSEFO,1165258,2,BANKEX,BANKEX25JAN57100CE,IO,BANKEX-IO,12502801165258,2910.2,289.7,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,57100,3,BANKEX 28JAN2025 CE 57100,1,1,BANKEX25JAN57100CE
542,BSEFO,842071,2,SENSEX,SENSEX2521177000CE,IO,SENSEX-IO,12504200842071,4794.65,1132.45,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,77000,3,SENSEX 11FEB2025 CE 77000,1,1,SENSEX2521177000CE
543,BSEFO,842837,2,BANKEX,BANKEX25MAR57900CE,IO,BANKEX-IO,12508400842837,3673.7,1261.45,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,57900,3,BANKEX 25MAR2025 CE 57900,1,1,BANKEX25MAR57900CE
544,BSEFO,1166093,2,SENSEX50,SENSEX5025JAN25800PE,IO,SENSEX50-IO,12502801166093,1527.3,289.2,1800,0.05,25,1,-1,SNSX50,2025-01-28T00:00:00,25800,4,SENSEX50 28JAN2025 PE 25800,1,1,SENSEX5025JAN25800PE
545,BSEFO,823136,2,BANKEX,BANKEX25FEB58000CE,IO,BANKEX-IO,12505600823136,2907.55,641.3,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,58000,3,BANKEX 25FEB2025 CE 58000,1,1,BANKEX25FEB58000CE
546,BSEFO,823123,2,BANKEX,BANKEX25FEB59200PE,IO,BANKEX-IO,12505600823123,3155.55,1017.75,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,59200,4,BANKEX 25FEB2025 PE 59200,1,1,BANKEX25FEB59200PE
547,BSEFO,1166362,2,BANKEX,BANKEX25JAN54300PE,IO,BANKEX-IO,12502801166362,223.8,0.05,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,54300,4,BANKEX 28JAN2025 PE 54300,1,1,BANKEX25JAN54300PE
548,BSEFO,824821,2,SENSEX,SENSEX2510384600CE,IO,SENSEX-IO,12500300824821,2.95,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,84600,3,SENSEX 03JAN2025 CE 84600,1,1,SENSEX2510384600CE
549,BSEFO,1168372,2,BANKEX,BANKEX25JAN53600CE,IO,BANKEX-IO,12502801168372,6358.5,2579,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,53600,3,BANKEX 28JAN2025 CE 53600,1,1,BANKEX25JAN53600CE
550,BSEFO,822391,2,SENSEX,SENSEX2510779600PE,IO,SENSEX-IO,12500700822391,3763.9,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,79600,4,SENSEX 07JAN2025 PE 79600,1,1,SENSEX2510779600PE
551,BSEFO,822547,2,SENSEX,SENSEX2510778200PE,IO,SENSEX-IO,12500700822547,1836.95,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,78200,4,SENSEX 07JAN2025 PE 78200,1,1,SENSEX2510778200PE
552,BSEFO,841385,2,SENSEX50,SENSEX5025MAR25250CE,IO,SENSEX50-IO,12508400841385,1118.75,187.45,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,25250,3,SENSEX50 25MAR2025 CE 25250,1,1,SENSEX5025MAR25250CE
553,BSEFO,822498,2,SENSEX,SENSEX2510782200PE,IO,SENSEX-IO,12500700822498,6560.5,1358.8,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,82200,4,SENSEX 07JAN2025 PE 82200,1,1,SENSEX2510782200PE
554,BSEFO,842457,2,BANKEX,BANKEX25MAR56500PE,IO,BANKEX-IO,12508400842457,1639.75,591.25,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,56500,4,BANKEX 25MAR2025 PE 56500,1,1,BANKEX25MAR56500PE
555,BSEFO,824245,2,SENSEX,SENSEX25FEB77700CE,IO,SENSEX-IO,12505600824245,4630.95,1241.35,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,77700,3,SENSEX 25FEB2025 CE 77700,1,1,SENSEX25FEB77700CE
556,BSEFO,822867,2,BANKEX,BANKEX25FEB58900PE,IO,BANKEX-IO,12505600822867,2920.05,906.95,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,58900,4,BANKEX 25FEB2025 PE 58900,1,1,BANKEX25FEB58900PE
557,BSEFO,1165197,2,BANKEX,BANKEX25JAN56000CE,IO,BANKEX-IO,12502801165197,3980.4,818.1,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,56000,3,BANKEX 28JAN2025 CE 56000,1,1,BANKEX25JAN56000CE
558,BSEFO,863833,2,SENSEX,SENSEX29JUN77000PE,IO,SENSEX-IO,12917700863833,3017.05,2682,1000,0.05,20,1,-1,SENSEX,2029-06-26T00:00:00,77000,4,SENSEX 26JUN2029 PE 77000,1,1,SENSEX29JUN77000PE
559,BSEFO,820511,2,SENSEX,SENSEX2510373500PE,IO,SENSEX-IO,12500300820511,7.9,1.95,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,73500,4,SENSEX 03JAN2025 PE 73500,1,1,SENSEX2510373500PE
